unit,T_u,scenario_id,type,sensor,param_name,param,dir,timing_p,tau_s,rng_seed,signs,theta_name,theta_value,k,m,theta_low_ratio,degraded,tau_d,delay,n_degraded_cycles,n_transitions,n_reversions,frac_degraded_after_tau_s,saturated_at_tau_s
1,192,bias_T24_a0.5_pos_p0.4,bias,T24,alpha,0.5,pos,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.5_pos_p0.6,bias,T24,alpha,0.5,pos,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.5_pos_p0.6,bias,T24,alpha,0.5,pos,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.5_pos_p0.6,bias,T24,alpha,0.5,pos,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.5_pos_p0.8,bias,T24,alpha,0.5,pos,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.5_pos_p0.8,bias,T24,alpha,0.5,pos,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.5_pos_p0.8,bias,T24,alpha,0.5,pos,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_neg_p0.2,bias,T24,alpha,0.75,neg,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,True,99.0,17.0,66,2,1,0.5945945945945946,False
1,192,bias_T24_a0.75_neg_p0.2,bias,T24,alpha,0.75,neg,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,110.0,28.0,55,2,1,0.4954954954954955,False
1,192,bias_T24_a0.75_neg_p0.2,bias,T24,alpha,0.75,neg,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,True,108.0,26.0,52,2,1,0.46846846846846846,False
1,192,bias_T24_a0.75_neg_p0.4,bias,T24,alpha,0.75,neg,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,True,113.0,3.0,52,2,1,0.6265060240963856,False
1,192,bias_T24_a0.75_neg_p0.4,bias,T24,alpha,0.75,neg,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,119.0,9.0,46,2,1,0.5542168674698795,False
1,192,bias_T24_a0.75_neg_p0.4,bias,T24,alpha,0.75,neg,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,True,116.0,6.0,44,2,1,0.5301204819277109,False
1,192,bias_T24_a0.75_neg_p0.6,bias,T24,alpha,0.75,neg,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,True,147.0,10.0,28,2,1,0.5,False
1,192,bias_T24_a0.75_neg_p0.6,bias,T24,alpha,0.75,neg,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,148.0,11.0,27,2,1,0.48214285714285715,False
1,192,bias_T24_a0.75_neg_p0.6,bias,T24,alpha,0.75,neg,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_neg_p0.8,bias,T24,alpha,0.75,neg,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_neg_p0.8,bias,T24,alpha,0.75,neg,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_neg_p0.8,bias,T24,alpha,0.75,neg,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_pos_p0.2,bias,T24,alpha,0.75,pos,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,True,92.0,10.0,71,2,1,0.6396396396396397,False
1,192,bias_T24_a0.75_pos_p0.2,bias,T24,alpha,0.75,pos,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,99.0,17.0,64,2,1,0.5765765765765766,False
1,192,bias_T24_a0.75_pos_p0.2,bias,T24,alpha,0.75,pos,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,True,93.0,11.0,58,2,1,0.5225225225225225,False
1,192,bias_T24_a0.75_pos_p0.4,bias,T24,alpha,0.75,pos,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,True,117.0,7.0,46,2,1,0.5542168674698795,False
1,192,bias_T24_a0.75_pos_p0.4,bias,T24,alpha,0.75,pos,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_pos_p0.4,bias,T24,alpha,0.75,pos,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,True,118.0,8.0,33,2,1,0.39759036144578314,False
1,192,bias_T24_a0.75_pos_p0.6,bias,T24,alpha,0.75,pos,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_pos_p0.6,bias,T24,alpha,0.75,pos,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_pos_p0.6,bias,T24,alpha,0.75,pos,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_pos_p0.8,bias,T24,alpha,0.75,pos,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_pos_p0.8,bias,T24,alpha,0.75,pos,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a0.75_pos_p0.8,bias,T24,alpha,0.75,pos,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a1.0_neg_p0.2,bias,T24,alpha,1.0,neg,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,True,99.0,17.0,73,2,1,0.6576576576576577,False
1,192,bias_T24_a1.0_neg_p0.2,bias,T24,alpha,1.0,neg,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,110.0,28.0,62,2,1,0.5585585585585585,False
1,192,bias_T24_a1.0_neg_p0.2,bias,T24,alpha,1.0,neg,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,True,108.0,26.0,57,2,1,0.5135135135135135,False
1,192,bias_T24_a1.0_neg_p0.4,bias,T24,alpha,1.0,neg,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,True,113.0,3.0,59,2,1,0.7108433734939759,False
1,192,bias_T24_a1.0_neg_p0.4,bias,T24,alpha,1.0,neg,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,116.0,6.0,56,2,1,0.6746987951807228,False
1,192,bias_T24_a1.0_neg_p0.4,bias,T24,alpha,1.0,neg,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,True,113.0,3.0,52,2,1,0.6265060240963856,False
1,192,bias_T24_a1.0_neg_p0.6,bias,T24,alpha,1.0,neg,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,True,143.0,6.0,32,2,1,0.5714285714285714,False
1,192,bias_T24_a1.0_neg_p0.6,bias,T24,alpha,1.0,neg,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,146.0,9.0,29,2,1,0.5178571428571429,False
1,192,bias_T24_a1.0_neg_p0.6,bias,T24,alpha,1.0,neg,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,True,147.0,10.0,28,2,1,0.5,False
1,192,bias_T24_a1.0_neg_p0.8,bias,T24,alpha,1.0,neg,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a1.0_neg_p0.8,bias,T24,alpha,1.0,neg,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a1.0_neg_p0.8,bias,T24,alpha,1.0,neg,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a1.0_pos_p0.2,bias,T24,alpha,1.0,pos,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,True,90.0,8.0,77,2,1,0.6936936936936937,False
1,192,bias_T24_a1.0_pos_p0.2,bias,T24,alpha,1.0,pos,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,93.0,11.0,74,2,1,0.6666666666666666,False
1,192,bias_T24_a1.0_pos_p0.2,bias,T24,alpha,1.0,pos,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,True,91.0,9.0,72,2,1,0.6486486486486487,False
1,192,bias_T24_a1.0_pos_p0.4,bias,T24,alpha,1.0,pos,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,True,115.0,5.0,52,2,1,0.6265060240963856,False
1,192,bias_T24_a1.0_pos_p0.4,bias,T24,alpha,1.0,pos,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,119.0,9.0,48,2,1,0.5783132530120482,False
1,192,bias_T24_a1.0_pos_p0.4,bias,T24,alpha,1.0,pos,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,True,117.0,7.0,46,2,1,0.5542168674698795,False
1,192,bias_T24_a1.0_pos_p0.6,bias,T24,alpha,1.0,pos,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,True,146.0,9.0,29,2,1,0.5178571428571429,False
1,192,bias_T24_a1.0_pos_p0.6,bias,T24,alpha,1.0,pos,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,148.0,11.0,27,2,1,0.48214285714285715,False
1,192,bias_T24_a1.0_pos_p0.6,bias,T24,alpha,1.0,pos,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a1.0_pos_p0.8,bias,T24,alpha,1.0,pos,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a1.0_pos_p0.8,bias,T24,alpha,1.0,pos,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T24_a1.0_pos_p0.8,bias,T24,alpha,1.0,pos,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.2,bias,T30,alpha,0.3,neg,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.2,bias,T30,alpha,0.3,neg,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.2,bias,T30,alpha,0.3,neg,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.4,bias,T30,alpha,0.3,neg,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.4,bias,T30,alpha,0.3,neg,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.4,bias,T30,alpha,0.3,neg,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.6,bias,T30,alpha,0.3,neg,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.6,bias,T30,alpha,0.3,neg,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.6,bias,T30,alpha,0.3,neg,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.8,bias,T30,alpha,0.3,neg,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.8,bias,T30,alpha,0.3,neg,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_neg_p0.8,bias,T30,alpha,0.3,neg,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.2,bias,T30,alpha,0.3,pos,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.2,bias,T30,alpha,0.3,pos,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.2,bias,T30,alpha,0.3,pos,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.4,bias,T30,alpha,0.3,pos,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.4,bias,T30,alpha,0.3,pos,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.4,bias,T30,alpha,0.3,pos,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.6,bias,T30,alpha,0.3,pos,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.6,bias,T30,alpha,0.3,pos,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.6,bias,T30,alpha,0.3,pos,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.8,bias,T30,alpha,0.3,pos,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.8,bias,T30,alpha,0.3,pos,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.3_pos_p0.8,bias,T30,alpha,0.3,pos,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.2,bias,T30,alpha,0.5,neg,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.2,bias,T30,alpha,0.5,neg,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.2,bias,T30,alpha,0.5,neg,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.4,bias,T30,alpha,0.5,neg,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.4,bias,T30,alpha,0.5,neg,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.4,bias,T30,alpha,0.5,neg,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.6,bias,T30,alpha,0.5,neg,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.6,bias,T30,alpha,0.5,neg,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.6,bias,T30,alpha,0.5,neg,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.8,bias,T30,alpha,0.5,neg,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.8,bias,T30,alpha,0.5,neg,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_neg_p0.8,bias,T30,alpha,0.5,neg,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.2,bias,T30,alpha,0.5,pos,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.2,bias,T30,alpha,0.5,pos,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.2,bias,T30,alpha,0.5,pos,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.4,bias,T30,alpha,0.5,pos,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.4,bias,T30,alpha,0.5,pos,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.4,bias,T30,alpha,0.5,pos,0.4,110,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.6,bias,T30,alpha,0.5,pos,0.6,137,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.6,bias,T30,alpha,0.5,pos,0.6,137,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.6,bias,T30,alpha,0.5,pos,0.6,137,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.8,bias,T30,alpha,0.5,pos,0.8,165,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.8,bias,T30,alpha,0.5,pos,0.8,165,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.5_pos_p0.8,bias,T30,alpha,0.5,pos,0.8,165,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.75_neg_p0.2,bias,T30,alpha,0.75,neg,0.2,82,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.75_neg_p0.2,bias,T30,alpha,0.75,neg,0.2,82,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.75_neg_p0.2,bias,T30,alpha,0.75,neg,0.2,82,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.75_neg_p0.4,bias,T30,alpha,0.75,neg,0.4,110,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
1,192,bias_T30_a0.75_neg_p0.4,bias,T30,alpha,0.75,neg,0.4,110,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
